seconds,hours,Date & Time, Pressure (mBar), Weight (g),dv,dt,Flux (LMH),,,Surface area (m2),0.011545353,
38865,10.79583333,10-08-22 16:24:46,92.25,193.2,0.39,0.00138889,24.3214543,,,,,
38871,10.7975,10-08-22 16:24:51,89.76,193.53,0.33,0.00166667,17.14972284,,,,,
38876,10.79888889,10-08-22 16:24:56,81.07,193.94,0.41,0.00138889,25.56870837,,,,,
38881,10.80027778,10-08-22 16:25:02,95.97,194.28,0.34,0.00138889,21.20331913,,,,,
38886,10.80166667,10-08-22 16:25:07,86.04,194.64,0.36,0.00138889,22.4505732,,,,,
38891,10.80305556,10-08-22 16:25:12,89.76,195.03,0.39,0.00138889,24.3214543,,,,,
38896,10.80444444,10-08-22 16:25:17,89.76,195.36,0.33,0.00138888,20.57984027,,,,,
38902,10.80611111,10-08-22 16:25:22,79.83,195.76,0.4,0.00166667,20.78754283,,,,,
38907,10.8075,10-08-22 16:25:27,95.97,196.1,0.34,0.00138889,21.20331913,,,,,
38912,10.80888889,10-08-22 16:25:33,87.28,196.46,0.36,0.00138889,22.4505732,,,,,
38917,10.81027778,10-08-22 16:25:38,87.28,196.87,0.41,0.00138889,25.56870837,,,,,
38922,10.81166667,10-08-22 16:25:43,93.49,197.19,0.32,0.00138889,19.95606507,,,,,
38928,10.81333333,10-08-22 16:25:48,81.07,197.58,0.39,0.00166666,20.26797587,,,,,
38933,10.81472222,10-08-22 16:25:53,95.97,197.94,0.36,0.00138889,22.4505732,,,,,
38938,10.81611111,10-08-22 16:25:59,88.52,198.28,0.34,0.00138889,21.20331913,,,,,
38943,10.8175,10-08-22 16:26:04,84.8,198.69,0.41,0.00138889,25.56870837,,,,,
38948,10.81888889,10-08-22 16:26:09,93.49,199.01,0.32,0.00138889,19.95606507,,,,,
38953,10.82027778,10-08-22 16:26:14,82.32,199.4,0.39,0.00138889,24.3214543,,,,,
38959,10.82194444,10-08-22 16:26:19,94.73,199.77,0.37,0.00166666,19.22859249,,,,,
38964,10.82333333,10-08-22 16:26:24,88.52,200.11,0.34,0.00138889,21.20331913,,,,,
38969,10.82472222,10-08-22 16:26:30,82.32,200.52,0.41,0.00138889,25.56870837,,,,,
38974,10.82611111,10-08-22 16:26:35,93.49,200.84,0.32,0.00138889,19.95606507,,,,,
38979,10.8275,10-08-22 16:26:40,82.32,201.21,0.37,0.00138889,23.07420023,,,,,
38985,10.82916667,10-08-22 16:26:45,93.49,201.59,0.38,0.00166667,19.74816569,,,,,
38990,10.83055556,10-08-22 16:26:50,92.25,201.92,0.33,0.00138889,20.5796921,,,,,
38995,10.83194444,10-08-22 16:26:56,81.07,202.34,0.42,0.00138888,26.19252399,,,,,
39000,10.83333333,10-08-22 16:27:01,94.73,202.67,0.33,0.00138889,20.5796921,,,,,
39005,10.83472222,10-08-22 16:27:06,84.8,203.03,0.36,0.00138889,22.4505732,,,,,
39010,10.83611111,10-08-22 16:27:11,92.25,203.44,0.41,0.00138889,25.56870837,,,,,
39016,10.83777778,10-08-22 16:27:16,89.76,203.76,0.32,0.00166667,16.63003427,,,,,
39021,10.83916667,10-08-22 16:27:21,79.83,204.16,0.4,0.00138889,24.94508133,,,,,
39026,10.84055556,10-08-22 16:27:27,94.73,204.51,0.35,0.00138889,21.82694617,,,,,
39031,10.84194444,10-08-22 16:27:32,86.04,204.86,0.35,0.00138888,21.82710332,,,,,
39036,10.84333333,10-08-22 16:27:37,89.76,205.26,0.4,0.00138889,24.94508133,,,,,
39042,10.845,10-08-22 16:27:42,92.25,205.59,0.33,0.00166667,17.14972284,,,,,
39047,10.84638889,10-08-22 16:27:47,81.07,205.99,0.4,0.00138889,24.94508133,,,,,
39052,10.84777778,10-08-22 16:27:53,98.45,206.34,0.35,0.00138889,21.82694617,,,,,
39057,10.84916667,10-08-22 16:27:58,87.28,206.69,0.35,0.00138889,21.82694617,,,,,
39062,10.85055556,10-08-22 16:28:03,86.04,207.1,0.41,0.00138889,25.56870837,,,,,
39067,10.85194444,10-08-22 16:28:08,92.25,207.43,0.33,0.00138888,20.57984027,,,,,
39073,10.85361111,10-08-22 16:28:13,81.07,207.81,0.38,0.00166667,19.74816569,,,,,
39078,10.855,10-08-22 16:28:18,95.97,208.17,0.36,0.00138889,22.4505732,,,,,
39083,10.85638889,10-08-22 16:28:24,88.52,208.52,0.35,0.00138889,21.82694617,,,,,
39088,10.85777778,10-08-22 16:28:29,82.32,208.93,0.41,0.00138889,25.56870837,,,,,
39093,10.85916667,10-08-22 16:28:34,93.49,209.25,0.32,0.00138889,19.95606507,,,,,
39099,10.86083333,10-08-22 16:28:39,83.56,209.63,0.38,0.00166666,19.74828418,,,,,
39104,10.86222222,10-08-22 16:28:44,94.73,210,0.37,0.00138889,23.07420023,,,,,
39109,10.86361111,10-08-22 16:28:50,91,210.34,0.34,0.00138889,21.20331913,,,,,
39114,10.865,10-08-22 16:28:55,82.32,210.76,0.42,0.00138889,26.1923354,,,,,
39119,10.86638889,10-08-22 16:29:00,93.49,211.08,0.32,0.00138889,19.95606507,,,,,
39124,10.86777778,10-08-22 16:29:05,84.8,211.45,0.37,0.00138889,23.07420023,,,,,
39130,10.86944444,10-08-22 16:29:10,92.25,211.84,0.39,0.00166666,20.26797587,,,,,
39135,10.87083333,10-08-22 16:29:15,91,212.16,0.32,0.00138889,19.95606507,,,,,
39140,10.87222222,10-08-22 16:29:21,81.07,212.57,0.41,0.00138889,25.56870837,,,,,
39145,10.87361111,10-08-22 16:29:26,94.73,212.91,0.34,0.00138889,21.20331913,,,,,
39150,10.875,10-08-22 16:29:31,86.04,213.27,0.36,0.00138889,22.4505732,,,,,
39156,10.87666667,10-08-22 16:29:36,91,213.67,0.4,0.00166667,20.78754283,,,,,
39161,10.87805556,10-08-22 16:29:41,91,214,0.33,0.00138889,20.5796921,,,,,
39166,10.87944444,10-08-22 16:29:47,79.83,214.4,0.4,0.00138888,24.94526094,,,,,
39171,10.88083333,10-08-22 16:29:52,94.73,214.74,0.34,0.00138889,21.20331913,,,,,
39176,10.88222222,10-08-22 16:29:57,87.28,215.09,0.35,0.00138889,21.82694617,,,,,
39181,10.88361111,10-08-22 16:30:02,88.52,215.49,0.4,0.00138889,24.94508133,,,,,
39187,10.88527778,10-08-22 16:30:07,93.49,215.81,0.32,0.00166667,16.63003427,,,,,
39192,10.88666667,10-08-22 16:30:12,81.07,216.22,0.41,0.00138889,25.56870837,,,,,
39197,10.88805556,10-08-22 16:30:18,94.73,216.57,0.35,0.00138889,21.82694617,,,,,
39202,10.88944444,10-08-22 16:30:23,88.52,216.91,0.34,0.00138888,21.2034718,,,,,
39207,10.89083333,10-08-22 16:30:28,84.8,217.32,0.41,0.00138889,25.56870837,,,,,
39213,10.8925,10-08-22 16:30:33,93.49,217.65,0.33,0.00166667,17.14972284,,,,,
39218,10.89388889,10-08-22 16:30:38,83.56,218.04,0.39,0.00138889,24.3214543,,,,,
39223,10.89527778,10-08-22 16:30:44,94.73,218.41,0.37,0.00138889,23.07420023,,,,,
39228,10.89666667,10-08-22 16:30:49,89.76,218.75,0.34,0.00138889,21.20331913,,,,,
39233,10.89805556,10-08-22 16:30:54,82.32,219.16,0.41,0.00138889,25.56870837,,,,,
39239,10.89972222,10-08-22 16:30:59,95.97,219.48,0.32,0.00166666,16.63013405,,,,,
39244,10.90111111,10-08-22 16:31:04,84.8,219.85,0.37,0.00138889,23.07420023,,,,,
39249,10.9025,10-08-22 16:31:10,93.49,220.25,0.4,0.00138889,24.94508133,,,,,
39254,10.90388889,10-08-22 16:31:15,91,220.56,0.31,0.00138889,19.33243803,,,,,
39259,10.90527778,10-08-22 16:31:20,81.07,220.98,0.42,0.00138889,26.1923354,,,,,
39264,10.90666667,10-08-22 16:31:25,95.97,221.31,0.33,0.00138889,20.5796921,,,,,
39270,10.90833333,10-08-22 16:31:30,84.8,221.68,0.37,0.00166666,19.22859249,,,,,
39275,10.90972222,10-08-22 16:31:35,92.25,222.06,0.38,0.00138889,23.69782727,,,,,
39280,10.91111111,10-08-22 16:31:41,92.25,222.39,0.33,0.00138889,20.5796921,,,,,
39285,10.9125,10-08-22 16:31:46,81.07,222.8,0.41,0.00138889,25.56870837,,,,,
39290,10.91388889,10-08-22 16:31:51,95.97,223.13,0.33,0.00138889,20.5796921,,,,,
39295,10.91527778,10-08-22 16:31:56,87.28,223.5,0.37,0.00138889,23.07420023,,,,,
39301,10.91694444,10-08-22 16:32:01,89.76,223.9,0.4,0.00166666,20.78766756,,,,,
39306,10.91833333,10-08-22 16:32:06,92.25,224.22,0.32,0.00138889,19.95606507,,,,,
39311,10.91972222,10-08-22 16:32:12,79.83,224.61,0.39,0.00138889,24.3214543,,,,,
39316,10.92111111,10-08-22 16:32:17,97.21,224.97,0.36,0.00138889,22.4505732,,,,,
39321,10.9225,10-08-22 16:32:22,87.28,225.32,0.35,0.00138889,21.82694617,,,,,
39327,10.92416667,10-08-22 16:32:27,87.28,225.73,0.41,0.00166667,21.3072314,,,,,
39332,10.92555556,10-08-22 16:32:32,92.25,226.04,0.31,0.00138889,19.33243803,,,,,
39337,10.92694444,10-08-22 16:32:38,81.07,226.43,0.39,0.00138888,24.32162942,,,,,
39342,10.92833333,10-08-22 16:32:43,94.73,226.79,0.36,0.00138889,22.4505732,,,,,
39347,10.92972222,10-08-22 16:32:48,89.76,227.14,0.35,0.00138889,21.82694617,,,,,
39352,10.93111111,10-08-22 16:32:53,84.8,227.55,0.41,0.00138889,25.56870837,,,,,
39358,10.93277778,10-08-22 16:32:58,14.05,227.27,-0.28,0.00166667,-14.55127998,,,,,
39363,10.93416667,10-08-22 16:33:03,-0.84,225.37,-1.9,0.00138889,-118.4891363,,,,,
39368,10.93555556,10-08-22 16:33:09,-2.09,223.13,-2.24,0.00138889,-139.6924555,,,,,
39373,10.93694444,10-08-22 16:33:14,-3.33,220.93,-2.2,0.00138888,-137.1989352,,,,,
39378,10.93833333,10-08-22 16:33:19,-4.57,218.75,-2.18,0.00138889,-135.9506933,,,,,
39383,10.93972222,10-08-22 16:33:24,-3.33,216.53,-2.22,0.00138889,-138.4452014,,,,,
39389,10.94138889,10-08-22 16:33:29,0.4,214.31,-2.22,0.00166667,-115.3708627,,,,,
39394,10.94277778,10-08-22 16:33:34,66.18,213.32,-0.99,0.00138889,-61.7390763,,,,,
39399,10.94416667,10-08-22 16:33:40,82.32,213.49,0.17,0.00138889,10.60165957,,,,,
39404,10.94555556,10-08-22 16:33:45,76.11,213.86,0.37,0.00138889,23.07420023,,,,,
39409,10.94694444,10-08-22 16:33:50,88.52,214.21,0.35,0.00138888,21.82710332,,,,,
39415,10.94861111,10-08-22 16:33:55,84.8,214.53,0.32,0.00166667,16.63003427,,,,,
39420,10.95,10-08-22 16:34:00,81.07,214.96,0.43,0.00138889,26.81596243,,,,,
39425,10.95138889,10-08-22 16:34:06,91,215.25,0.29,0.00138889,18.08518397,,,,,
39430,10.95277778,10-08-22 16:34:11,78.59,215.67,0.42,0.00138889,26.1923354,,,,,
39435,10.95416667,10-08-22 16:34:16,89.76,216.03,0.36,0.00138889,22.4505732,,,,,
39440,10.95555556,10-08-22 16:34:21,86.04,216.38,0.35,0.00138889,21.82694617,,,,,
39446,10.95722222,10-08-22 16:34:26,77.35,216.8,0.42,0.00166666,21.82705094,,,,,
39451,10.95861111,10-08-22 16:34:31,89.76,217.11,0.31,0.00138889,19.33243803,,,,,
39456,10.96,10-08-22 16:34:37,81.07,217.5,0.39,0.00138889,24.3214543,,,,,
39461,10.96138889,10-08-22 16:34:42,88.52,217.88,0.38,0.00138889,23.69782727,,,,,
39466,10.96277778,10-08-22 16:34:47,86.04,218.21,0.33,0.00138889,20.5796921,,,,,
39471,10.96416667,10-08-22 16:34:52,76.11,218.63,0.42,0.00138889,26.1923354,,,,,
39477,10.96583333,10-08-22 16:34:57,89.76,218.96,0.33,0.00166666,17.14982574,,,,,
39482,10.96722222,10-08-22 16:35:03,81.07,219.34,0.38,0.00138889,23.69782727,,,,,
39487,10.96861111,10-08-22 16:35:08,87.28,219.73,0.39,0.00138889,24.3214543,,,,,
39492,10.97,10-08-22 16:35:13,87.28,220.06,0.33,0.00138889,20.5796921,,,,,
39497,10.97138889,10-08-22 16:35:18,76.11,220.48,0.42,0.00138889,26.1923354,,,,,
39503,10.97305556,10-08-22 16:35:23,91,220.8,0.32,0.00166667,16.63003427,,,,,
39508,10.97444444,10-08-22 16:35:28,84.8,221.18,0.38,0.00138888,23.69799789,,,,,
39513,10.97583333,10-08-22 16:35:34,84.8,221.59,0.41,0.00138889,25.56870837,,,,,
39518,10.97722222,10-08-22 16:35:39,88.52,221.91,0.32,0.00138889,19.95606507,,,,,
39523,10.97861111,10-08-22 16:35:44,76.11,222.33,0.42,0.00138889,26.1923354,,,,,
39528,10.98,10-08-22 16:35:49,91,222.67,0.34,0.00138889,21.20331913,,,,,
39534,10.98166667,10-08-22 16:35:54,83.56,223.03,0.36,0.00166667,18.70878855,,,,,
39539,10.98305556,10-08-22 16:36:00,82.32,223.44,0.41,0.00138889,25.56870837,,,,,
39544,10.98444444,10-08-22 16:36:05,89.76,223.77,0.33,0.00138888,20.57984027,,,,,
39549,10.98583333,10-08-22 16:36:10,78.59,224.17,0.4,0.00138889,24.94508133,,,,,
39554,10.98722222,10-08-22 16:36:15,92.25,224.53,0.36,0.00138889,22.4505732,,,,,
39560,10.98888889,10-08-22 16:36:20,86.04,224.88,0.35,0.00166667,18.18909998,,,,,
39565,10.99027778,10-08-22 16:36:25,81.07,225.3,0.42,0.00138889,26.1923354,,,,,
39570,10.99166667,10-08-22 16:36:31,91,225.62,0.32,0.00138889,19.95606507,,,,,
39575,10.99305556,10-08-22 16:36:36,79.83,226.02,0.4,0.00138889,24.94508133,,,,,
39580,10.99444444,10-08-22 16:36:41,92.25,226.39,0.37,0.00138888,23.07436637,,,,,
39585,10.99583333,10-08-22 16:36:46,87.28,226.74,0.35,0.00138889,21.82694617,,,,,
39591,10.9975,10-08-22 16:36:51,79.83,227.16,0.42,0.00166667,21.82691997,,,,,
39596,10.99888889,10-08-22 16:36:56,92.25,227.49,0.33,0.00138889,20.5796921,,,,,
39601,11.00027778,10-08-22 16:37:02,82.32,227.87,0.38,0.00138889,23.69782727,,,,,
39606,11.00166667,10-08-22 16:37:07,92.25,228.24,0.37,0.00138889,23.07420023,,,,,
39611,11.00305556,10-08-22 16:37:12,89.76,228.57,0.33,0.00138889,20.5796921,,,,,
39617,11.00472222,10-08-22 16:37:17,79.83,228.98,0.41,0.00166666,21.30735925,,,,,
39622,11.00611111,10-08-22 16:37:22,94.73,229.31,0.33,0.00138889,20.5796921,,,,,
39627,11.0075,10-08-22 16:37:28,83.56,229.67,0.36,0.00138889,22.4505732,,,,,
39632,11.00888889,10-08-22 16:37:33,91,230.06,0.39,0.00138889,24.3214543,,,,,
39637,11.01027778,10-08-22 16:37:38,89.76,230.39,0.33,0.00138889,20.5796921,,,,,
39642,11.01166667,10-08-22 16:37:43,78.59,230.8,0.41,0.00138889,25.56870837,,,,,
39648,11.01333333,10-08-22 16:37:48,94.73,231.12,0.32,0.00166666,16.63013405,,,,,
39653,11.01472222,10-08-22 16:37:53,86.04,231.48,0.36,0.00138889,22.4505732,,,,,
39658,11.01611111,10-08-22 16:37:59,89.76,231.88,0.4,0.00138889,24.94508133,,,,,
39663,11.0175,10-08-22 16:38:04,92.25,232.21,0.33,0.00138889,20.5796921,,,,,
39668,11.01888889,10-08-22 16:38:09,81.07,232.61,0.4,0.00138889,24.94508133,,,,,
39674,11.02055556,10-08-22 16:38:14,94.73,232.96,0.35,0.00166667,18.18909998,,,,,
39679,11.02194444,10-08-22 16:38:19,87.28,233.3,0.34,0.00138888,21.2034718,,,,,
39684,11.02333333,10-08-22 16:38:25,84.8,233.72,0.42,0.00138889,26.1923354,,,,,
39689,11.02472222,10-08-22 16:38:30,92.25,234.02,0.3,0.00138889,18.708811,,,,,
39694,11.02611111,10-08-22 16:38:35,82.32,234.42,0.4,0.00138889,24.94508133,,,,,
39699,11.0275,10-08-22 16:38:40,94.73,234.77,0.35,0.00138889,21.82694617,,,,,
39705,11.02916667,10-08-22 16:38:45,88.52,235.12,0.35,0.00166667,18.18909998,,,,,
39710,11.03055556,10-08-22 16:38:50,82.32,235.53,0.41,0.00138889,25.56870837,,,,,
39715,11.03194444,10-08-22 16:38:56,93.49,235.85,0.32,0.00138888,19.95620875,,,,,
39720,11.03333333,10-08-22 16:39:01,83.56,236.23,0.38,0.00138889,23.69782727,,,,,
39725,11.03472222,10-08-22 16:39:06,93.49,236.6,0.37,0.00138889,23.07420023,,,,,
39731,11.03638889,10-08-22 16:39:11,89.76,236.93,0.33,0.00166667,17.14972284,,,,,
39736,11.03777778,10-08-22 16:39:16,81.07,237.35,0.42,0.00138889,26.1923354,,,,,
39741,11.03916667,10-08-22 16:39:22,94.73,237.67,0.32,0.00138889,19.95606507,,,,,
39746,11.04055556,10-08-22 16:39:27,86.04,238.04,0.37,0.00138889,23.07420023,,,,,
39751,11.04194444,10-08-22 16:39:32,93.49,238.43,0.39,0.00138888,24.32162942,,,,,
39756,11.04333333,10-08-22 16:39:37,91,238.76,0.33,0.00138889,20.5796921,,,,,
39762,11.045,10-08-22 16:39:42,83.56,239.18,0.42,0.00166667,21.82691997,,,,,
39767,11.04638889,10-08-22 16:39:47,95.97,239.5,0.32,0.00138889,19.95606507,,,,,
39772,11.04777778,10-08-22 16:39:53,86.04,239.87,0.37,0.00138889,23.07420023,,,,,
39777,11.04916667,10-08-22 16:39:58,92.25,240.26,0.39,0.00138889,24.3214543,,,,,
39782,11.05055556,10-08-22 16:40:03,92.25,240.58,0.32,0.00138889,19.95606507,,,,,
39788,11.05222222,10-08-22 16:40:08,81.07,240.99,0.41,0.00166666,21.30735925,,,,,
39793,11.05361111,10-08-22 16:40:13,95.97,241.33,0.34,0.00138889,21.20331913,,,,,
39798,11.055,10-08-22 16:40:19,87.28,241.67,0.34,0.00138889,21.20331913,,,,,
39803,11.05638889,10-08-22 16:40:24,89.76,242.09,0.42,0.00138889,26.1923354,,,,,
39808,11.05777778,10-08-22 16:40:29,93.49,242.41,0.32,0.00138889,19.95606507,,,,,
39813,11.05916667,10-08-22 16:40:34,81.07,242.81,0.4,0.00138889,24.94508133,,,,,
39819,11.06083333,10-08-22 16:40:39,95.97,243.16,0.35,0.00166666,18.18920911,,,,,
39824,11.06222222,10-08-22 16:40:44,88.52,243.51,0.35,0.00138889,21.82694617,,,,,
39829,11.06361111,10-08-22 16:40:50,84.8,243.92,0.41,0.00138889,25.56870837,,,,,
39834,11.065,10-08-22 16:40:55,94.73,244.24,0.32,0.00138889,19.95606507,,,,,
39839,11.06638889,10-08-22 16:41:00,83.56,244.63,0.39,0.00138889,24.3214543,,,,,
39844,11.06777778,10-08-22 16:41:05,94.73,245,0.37,0.00138889,23.07420023,,,,,
39850,11.06944444,10-08-22 16:41:10,89.76,245.32,0.32,0.00166666,16.63013405,,,,,
39855,11.07083333,10-08-22 16:41:16,83.56,245.74,0.42,0.00138889,26.1923354,,,,,
39860,11.07222222,10-08-22 16:41:21,95.97,246.06,0.32,0.00138889,19.95606507,,,,,
39865,11.07361111,10-08-22 16:41:26,83.56,246.45,0.39,0.00138889,24.3214543,,,,,
39870,11.075,10-08-22 16:41:31,94.73,246.82,0.37,0.00138889,23.07420023,,,,,
39876,11.07666667,10-08-22 16:41:36,91,247.15,0.33,0.00166667,17.14972284,,,,,
39881,11.07805556,10-08-22 16:41:41,82.32,247.56,0.41,0.00138889,25.56870837,,,,,
39886,11.07944444,10-08-22 16:41:47,97.21,247.89,0.33,0.00138888,20.57984027,,,,,
39891,11.08083333,10-08-22 16:41:52,86.04,248.27,0.38,0.00138889,23.69782727,,,,,
39896,11.08222222,10-08-22 16:41:57,93.49,248.65,0.38,0.00138889,23.69782727,,,,,
39902,11.08388889,10-08-22 16:42:02,91,248.98,0.33,0.00166667,17.14972284,,,,,
39907,11.08527778,10-08-22 16:42:07,81.07,249.39,0.41,0.00138889,25.56870837,,,,,
39912,11.08666667,10-08-22 16:42:13,97.21,249.72,0.33,0.00138889,20.5796921,,,,,
39917,11.08805556,10-08-22 16:42:18,87.28,250.08,0.36,0.00138889,22.4505732,,,,,
39922,11.08944444,10-08-22 16:42:23,91,250.47,0.39,0.00138888,24.32162942,,,,,
39927,11.09083333,10-08-22 16:42:28,93.49,250.8,0.33,0.00138889,20.5796921,,,,,
39933,11.0925,10-08-22 16:42:33,79.83,251.2,0.4,0.00166667,20.78754283,,,,,
39938,11.09388889,10-08-22 16:42:38,98.45,251.54,0.34,0.00138889,21.20331913,,,,,
39943,11.09527778,10-08-22 16:42:44,88.52,251.9,0.36,0.00138889,22.4505732,,,,,
39948,11.09666667,10-08-22 16:42:49,87.28,252.31,0.41,0.00138889,25.56870837,,,,,
39953,11.09805556,10-08-22 16:42:54,93.49,252.62,0.31,0.00138889,19.33243803,,,,,
39958,11.09944444,10-08-22 16:42:59,82.32,253.02,0.4,0.00138888,24.94526094,,,,,
39964,11.10111111,10-08-22 16:43:04,95.97,253.37,0.35,0.00166667,18.18909998,,,,,
39969,11.1025,10-08-22 16:43:10,88.52,253.73,0.36,0.00138889,22.4505732,,,,,
39974,11.10388889,10-08-22 16:43:15,86.04,254.13,0.4,0.00138889,24.94508133,,,,,
39979,11.10527778,10-08-22 16:43:20,94.73,254.44,0.31,0.00138889,19.33243803,,,,,
39984,11.10666667,10-08-22 16:43:25,88.52,254.83,0.39,0.00138889,24.3214543,,,,,
39990,11.10833333,10-08-22 16:43:30,95.97,255.2,0.37,0.00166666,19.22859249,,,,,
39995,11.10972222,10-08-22 16:43:35,91,255.53,0.33,0.00138889,20.5796921,,,,,
40000,11.11111111,10-08-22 16:43:41,83.56,255.94,0.41,0.00138889,25.56870837,,,,,
40005,11.1125,10-08-22 16:43:46,94.73,256.27,0.33,0.00138889,20.5796921,,,,,
40010,11.11388889,10-08-22 16:43:51,84.8,256.65,0.38,0.00138889,23.69782727,,,,,
40015,11.11527778,10-08-22 16:43:56,95.97,257.03,0.38,0.00138889,23.69782727,,,,,
40021,11.11694444,10-08-22 16:44:01,91,257.36,0.33,0.00166666,17.14982574,,,,,
40026,11.11833333,10-08-22 16:44:06,81.07,257.76,0.4,0.00138889,24.94508133,,,,,
40031,11.11972222,10-08-22 16:44:12,95.97,258.09,0.33,0.00138889,20.5796921,,,,,
40036,11.12111111,10-08-22 16:44:17,86.04,258.46,0.37,0.00138889,23.07420023,,,,,
40041,11.1225,10-08-22 16:44:22,93.49,258.85,0.39,0.00138889,24.3214543,,,,,
40047,11.12416667,10-08-22 16:44:27,92.25,259.18,0.33,0.00166667,17.14972284,,,,,
40052,11.12555556,10-08-22 16:44:32,81.07,259.59,0.41,0.00138889,25.56870837,,,,,
40057,11.12694444,10-08-22 16:44:38,95.97,259.93,0.34,0.00138888,21.2034718,,,,,
40062,11.12833333,10-08-22 16:44:43,87.28,260.28,0.35,0.00138889,21.82694617,,,,,
40067,11.12972222,10-08-22 16:44:48,91,260.68,0.4,0.00138889,24.94508133,,,,,
40072,11.13111111,10-08-22 16:44:53,92.25,261,0.32,0.00138889,19.95606507,,,,,
40078,11.13277778,10-08-22 16:44:58,81.07,261.41,0.41,0.00166667,21.3072314,,,,,
40083,11.13416667,10-08-22 16:45:03,95.97,261.75,0.34,0.00138889,21.20331913,,,,,
40088,11.13555556,10-08-22 16:45:09,88.52,262.1,0.35,0.00138889,21.82694617,,,,,
40093,11.13694444,10-08-22 16:45:14,86.04,262.51,0.41,0.00138888,25.56889246,,,,,
40098,11.13833333,10-08-22 16:45:19,93.49,262.83,0.32,0.00138889,19.95606507,,,,,
40104,11.14,10-08-22 16:45:24,82.32,263.22,0.39,0.00166667,20.26785426,,,,,
40109,11.14138889,10-08-22 16:45:29,95.97,263.58,0.36,0.00138889,22.4505732,,,,,
40114,11.14277778,10-08-22 16:45:35,89.76,263.92,0.34,0.00138889,21.20331913,,,,,
40119,11.14416667,10-08-22 16:45:40,83.56,264.33,0.41,0.00138889,25.56870837,,,,,
40124,11.14555556,10-08-22 16:45:45,93.49,264.65,0.32,0.00138889,19.95606507,,,,,
40129,11.14694444,10-08-22 16:45:50,83.56,265.04,0.39,0.00138888,24.32162942,,,,,
40135,11.14861111,10-08-22 16:45:55,95.97,265.41,0.37,0.00166667,19.22847712,,,,,
40140,11.15,10-08-22 16:46:00,91,265.75,0.34,0.00138889,21.20331913,,,,,
40145,11.15138889,10-08-22 16:46:06,82.32,266.16,0.41,0.00138889,25.56870837,,,,,
40150,11.15277778,10-08-22 16:46:11,95.97,266.48,0.32,0.00138889,19.95606507,,,,,
40155,11.15416667,10-08-22 16:46:16,84.8,266.86,0.38,0.00138889,23.69782727,,,,,
40161,11.15583333,10-08-22 16:46:21,93.49,267.24,0.38,0.00166666,19.74828418,,,,,
40166,11.15722222,10-08-22 16:46:26,92.25,267.57,0.33,0.00138889,20.5796921,,,,,
40171,11.15861111,10-08-22 16:46:32,81.07,267.99,0.42,0.00138889,26.1923354,,,,,
40176,11.16,10-08-22 16:46:37,95.97,268.31,0.32,0.00138889,19.95606507,,,,,
40181,11.16138889,10-08-22 16:46:42,87.28,268.68,0.37,0.00138889,23.07420023,,,,,
40186,11.16277778,10-08-22 16:46:47,92.25,269.07,0.39,0.00138889,24.3214543,,,,,
40192,11.16444444,10-08-22 16:46:52,93.49,269.4,0.33,0.00166666,17.14982574,,,,,
40197,11.16583333,10-08-22 16:46:58,82.32,269.8,0.4,0.00138889,24.94508133,,,,,
40202,11.16722222,10-08-22 16:47:03,95.97,270.15,0.35,0.00138889,21.82694617,,,,,
40207,11.16861111,10-08-22 16:47:08,87.28,270.51,0.36,0.00138889,22.4505732,,,,,
40212,11.17,10-08-22 16:47:13,89.76,270.91,0.4,0.00138889,24.94508133,,,,,
40218,11.17166667,10-08-22 16:47:18,94.73,271.23,0.32,0.00166667,16.63003427,,,,,
40223,11.17305556,10-08-22 16:47:23,82.32,271.63,0.4,0.00138889,24.94508133,,,,,
40228,11.17444444,10-08-22 16:47:29,95.97,271.98,0.35,0.00138888,21.82710332,,,,,
40233,11.17583333,10-08-22 16:47:34,89.76,272.32,0.34,0.00138889,21.20331913,,,,,
40238,11.17722222,10-08-22 16:47:39,86.04,272.74,0.42,0.00138889,26.1923354,,,,,
40243,11.17861111,10-08-22 16:47:44,95.97,273.06,0.32,0.00138889,19.95606507,,,,,
40249,11.18027778,10-08-22 16:47:49,83.56,273.44,0.38,0.00166667,19.74816569,,,,,
40254,11.18166667,10-08-22 16:47:54,95.97,273.81,0.37,0.00138889,23.07420023,,,,,
40259,11.18305556,10-08-22 16:48:00,91,274.15,0.34,0.00138889,21.20331913,,,,,
40264,11.18444444,10-08-22 16:48:05,83.56,274.56,0.41,0.00138888,25.56889246,,,,,
